"helpfulVotes","publishedDate","publishedPlatform","rating","text","title","tripType"
"0","2014-05-22","OTHER","5","The Oxford University is all around the town. There is no clear campus. The colleges can be very different and some of them are definitely worth a visit","Very traditional university","FRIENDS"
"0","2014-05-14","OTHER","4","There are several campuses that make up Oxford University so it's somewhat difficult to put it down in one review. Overall they are quite beautiful and steeped in history. It was enjoyable to wander around and ponder the many great minds who have studied there.","Oxford","FRIENDS"
"1","2014-05-11","OTHER","4","Do not be fooled into thinking that Oxford University is one campus - it is not! It is made up of numerous individual colleges each one warranting a separate review. The colleges are mainly clustered around the High Street and Broad Street areas and generally within easy walking distance of one another. Perosnally the best know are probably Christchurch and Magdalne though each and every one has its own claim to tradition and history","Oxford University","SOLO"
"6","2014-05-07","OTHER","5","Oxford is made up of a number of colleges, and many tourists flock to Christ Church because of the Harry Potter movies and historic prominence. However, CC is significantly more expensive than any of the other colleges to tour and not that much more impressive many of the other old colleges. Visit another college (Magdalen was my favorite, followed by Balliol/Keble) and save your money, then walk through Christ Church meadow for free. The other bonus is that while Christ Church will be swarming with tour groups of Asian and European children, the other colleges are almost entirely vacant.","Great College, but skip Christ Church","FRIENDS"
"0","2014-05-05","OTHER","5","Very interesting tour of University Buildings and surrounding street areas. Were able to go into some of the Uni buildings, but exam study going on. Thanks to Mathew our tour guide.","Excellent Tour Guide","COUPLES"
"2","2014-04-22","OTHER","1","A small collection of nice buildings, spoilt by an inflated price and rotten customer service.

We visited on Good Friday and tried to look round the Cathedral, but were greeted with a stare by a particularly snooty security guard  (perhaps an Oxford poly man with a chip on his shoulder) who told us that the Cathedral was closed 'all day' and that there were 'signs everywhere'. 

There were certainly signs saying it was 'open' between 1pm and 4pm for 'services and prayers' but no mention of it being closed at any time, before during or after that period. Certainly not a very welcoming Christian attitude anyway...or perhaps it should have been expected.

After inspecting the largely disappointing Harry Potter room (let's be honest, that's why people go - it's essentially a student canteen full of some quite interesting paintings) we attempted to make the visit last a bit longer by looking around the picture gallery...which would have cost another £4. Not being prepared to pay that, we left after staying no more than about half an hour in total.

The trip to Oxford Castle the next day was only three quid more and took up a fun and interesting three hours, assisted by helpful and friendly staff.

If you want to see a College, I'd suggest Balliol. It looks much the same from the outside, and the security guards may well have an equally inflated sense of their own self importance, but you won't feel so aggrieved as you'll only be shelling out a much more reasonable £2.","Christchurch College","COUPLES"
"0","2014-04-18","OTHER","5","Only had time for a fleeting visit but we'll work it. Very accessibly priced (audio tour was only £2.50) and very helpful member of staff in the ticket desk.  Taking the audio tour was very helpful and shed some light on the architecture as well as the politics that helped create the university. Will visit again when possible. ","Humbling","FRIENDS"
"0","2014-04-18","OTHER","5","walk through the town, stopping at the Colleges, and find the atmosphere enveloping you. There are Museums to visit, the public buildings where various ceremonies are held, and there is public access to the Cathedral, in Christ Church itself. 
  Also in Christ Church, you can see the Dining Hall where parts of Harry Potter were filmed...","glorious place, full of history","FAMILY"
"0","2014-04-07","OTHER","5","I love the vibrant atmosphere of this university, the people, the inquisitive conversations, the architecture.... all of it is classic and a great experience.  I've visited several times. ","classic","BUSINESS"
"2","2014-03-31","OTHER","5","We stopped here on our way back from Stonehendge.  the town and the university is breathtaking and a great place to grab lunch, stroll through the shops and take in the English culture.  This is a ""college town"" and there are plenty of pubs to enjoy.","An unexpected lovely afternoon","FRIENDS"
"2","2014-03-30","OTHER","4","If you go to Oxford then you have to get one of the (free) walking tours around the University. It really is very interesting and the architecture is outstanding. Worth a visit.","Just like Hogwarts","COUPLES"
"1","2014-03-28","MOBILE","5","Oxford University and the town itself are absolutely excellent, the building architecture is amazing and is a must see if you can spare a day.","One of my favourite places in the UK",
